,Vocab,Word
1507,billed,639
1508,kunst,5993
1509,varigst,12280
1510,forgårsom,2810
1511,timer,11439
1512,år,13077
1513,barnlig,416
1514,kysse,6065
1515,strålende,10708
1516,rækker,8914
1517,jorderigs,5260
1518,muldog,7393
1519,rører,8951
1520,fingre,2517
1521,blålig,864
1522,hæver,4941
1523,buldrende,1158
1524,stranddet,10637
1525,vores,12701
1526,usmittet,12159
1527,røre,8949
1528,støvog,10845
1529,levendegøre,6384
1530,visnede,12649
1531,løv,6919
1532,nedknæle,7667
1533,dybt,1890
1534,ler,6359
1535,vidunder,12480
1536,dybet,1889
1537,hvælvede,4791
1538,bro,1026
1539,isgangen,5170
1540,trodser,11602
1541,strandfra,10647
1542,dødningehjem,1976
1543,sid,9266
1544,lavere,6305
1545,hos,4626
1546,højbårne,4968
1547,huer,4654
1548,letvingede,6375
1549,gudbroder,3944
1550,dåb,1926
1551,rejserne,8640
1552,landet,6244
1553,tidender,11357
1554,trøsten,11719
1555,rolige,8759
1556,kræfternes,5951
1557,elv,2115
1558,livskraft,6509
1559,sjælen,9385
1560,gnist,3740
1561,byder,1181
1562,komme,5723
1563,huld,4660
1564,gerne,3582
1565,trone,11629
1566,muld,7386
1567,opbygger,8032
1568,midlerens,7185
1569,rygende,8861
1570,alter,178
1571,menneskefavn,7119
1572,gnisten,3741
1573,løntil,6911
1574,kristelighed,5870
1575,svagt,10890
1576,skimter,9519
1577,blåt,872
1578,lever,6386
1579,føler,3436
1580,himlene,4432
1581,fortælle,2964
1582,mesteren,7165
1583,prises,8420
1584,hvælvingen,4794
1585,blå,856
1586,månen,7486
1587,stjernernes,10549
1588,hærevise,4931
1589,kirke,5494
1590,forklarer,2827
1591,torden,11515
1592,oplysning,8064
1593,rig,8697
1594,sandhed,9077
1595,tanke,11267
1596,stjernerne,10547
1597,vanke,12260
1598,trøst,11717
1599,ordet,8113
1600,skiftende,9503
1601,tiderudgår,11362
1602,brudgom,1050
1603,morgenrød,7340
1604,bane,367
1605,krones,5901
1606,helten,4306
1607,aftenrød,66
1608,omrejser,7998
1609,skjult,9549
1610,dens,1566
1611,udslettes,12009
1612,spor,10297
1613,omvender,8014
1614,trofast,11612
1615,vidnesbyrd,12472
1616,vismænd,12647
1617,vankundige,12264
1618,salmetunge,9019
1619,sjungehøjt,9373
1620,lydelig,6650
1621,kvædeuden,6045
1622,skrømt,9642
1623,svig,10939
1624,forkynde,2833
1625,begyndedagen,487
1626,aftenklokken,64
1627,lærkevingerstige,6859
1628,ligervis,6420
1629,noksom,7755
1630,lovemand,6563
1631,skovefor,9575
1632,miskundhed,7257
1633,nædegør,7872
1634,værk,12874
1635,stort,10623
1636,bunder,1162
1637,dåre,1935
1638,nægte,7874
1639,ægte,13133
1640,mageløst,6947
1641,græsset,3915
1642,lig,6414
1643,synder,11029
1644,ender,2142
1645,visner,12650
1646,forgå,2808
1647,ælde,13139
1648,grundfast,3861
1649,guddomsvældeevig,3948
1650,består,575
1651,fjender,2556
1652,grunde,3857
1653,avner,332
1654,ondehvirvles,8019
1655,vejres,12340
1656,alderdommens,121
1657,dageherlig,1410
1658,kræfterne,5950
1659,tiltagehos,11433
1660,ven,12378
1661,drivehusei,1760
1662,storme,10611
1663,poder,8373
1664,plantes,8324
1665,sne,10013
1666,hvide,4737
1667,finest,2514
1668,frugt,3176
1669,vintertidebære,12607
1670,hårde,4879
1671,blomstre,819
1672,gårdehvert,4052
1673,hjerteskud,4568
1674,bjerg,676
1675,gentage,3579
1676,ejegod,2073
1677,kirken,5507
1678,gammelt,3495
1679,tårnene,11877
1680,tårne,11876
1681,fuldmange,3274
1682,grus,3865
1683,kime,5484
1684,gammel,3493
1685,mest,7163
1686,træt,11710
1687,tung,11741
1688,syg,11012
1689,evige,2269
1690,himlenes,4433
1691,beborhuse,436
1692,arke,271
1693,paulunet,8231
1694,jordkun,5271
1695,tempel,11312
1696,underfuldbygged,12075
1697,støv,10836
1698,rejste,8644
1699,gruset,3866
1700,bygget,1196
1701,stene,10474
1702,kors,5800
1703,ærlig,13164
1704,hutroen,4709
1705,dåben,1927
1706,forene,2788
1707,bohos,911
1708,hele,4283
1709,samles,9036
1710,drotselv,1773
1711,laveste,6306
1712,hytte,4831
1713,peder,8237
1714,bytte,1201
1715,allen,145
1716,rummet,8825
1717,husene,4694
1718,kirkenavn,5508
1719,frelserens,3076
1720,tit,11458
1721,sagt,8983
1722,sluttet,9879
1723,pagthan,8182
1724,fonten,2735
1725,minder,7230
1726,altret,188
1727,nadverens,7579
1728,håbog,4852
1729,gåde,4030
1730,huset,4696
1731,kristus,5880
1732,genløser,3566
1733,klokkerne,5612
1734,ringe,8725
1735,folket,2728
1736,forsamles,2897
1737,troder,11597
1738,plejed,8334
1739,eder,2031
1740,farvel,2391
1741,farveli,2394
1742,gry,3869
1743,kvælder,6056
1744,nemme,7690
1745,lærtes,6864
1746,ordhos,8116
1747,hjemme,4521
1748,fandt,2351
1749,skjalv,9536
1750,bruste,1076
1751,støvet,10838
1752,hænger,4923
1753,slangen,9810
1754,bider,627
1755,hæl,4903
1756,knuste,5689
1757,overvundet,8177
1758,grant,3796
1759,gruvort,3868
1760,timeglas,11435
1761,udrundet,11997
1762,engang,2165
1763,faders,2302
1764,herlighedskal,4372
1765,klart,5565
1766,åbenbare,13019
1767,kvæld,6053
1768,skyndte,9719
1769,kort,5807
1770,døden,1971
1771,løn,6899
1772,hu,4647
1773,mørkt,7573
1774,omstrål,8010
1775,salv,9028
1776,syge,11015
1777,sidste,9274
1778,nattevagti,7624
1779,kæres,6133
1780,dragt,1730
1781,sæt,11121
1782,tal,11249
1783,ses,9249
1784,igenog,5047
1785,kvide,6016
1786,histdu,4493
1787,røsten,8957
1788,hvorved,4789
1789,larmos,6289
1790,brænde,1107
1791,barmog,389
1792,smelte,9920
1793,stunddet,10758
1794,høre,5000
1795,stol,10577
1796,migi,7204
1797,istap,5180
1798,håndgør,4868
1799,skel,9471
1800,imellem,5081
1801,bortvifter,962
1802,hjertets,4576
1803,indslumre,5130
1804,bryst,1093
1805,frelserarme,3074
1806,kirkeklokken,5506
1807,kirkeklokke,5505
1808,mellem,7093
1809,ædle,13124
1810,malmemageløs,6975
1811,vågnet,12787
1812,højtidssalme,4994
1813,genlyder,3563
1814,barm,385
1815,hovedstæderstøbtes,4642
1816,lille,6461
1817,høres,5002
1818,græderog,3899
1819,inddysses,5099
1820,blidt,735
1821,vuggesang,12743
1822,moderskød,7285
1823,klangen,5544
1824,strengeleg,10662
1825,kappedes,5409
1826,rangenfor,8558
1827,øre,13249
1828,julemorgen,5300
1829,meldte,7091
1830,englestemme,2199
1831,kimed,5485
1832,højere,4979
1833,stemte,10470
1834,frembrød,3088
1835,oprejst,8080
1836,forsoner,2909
1837,påskemorgengry,8519
1838,vinger,12559
1839,sænker,11116
1840,tæller,11886
1841,bedeslag,446
1842,lifligt,6413
1843,klinger,5583
1844,helst,4300
1845,svale,10893
1846,aftenstund,77
1847,jorderig,5257
1848,gråhærdet,3884
1849,gæsterog,4083
1850,fæster,3388
1851,melder,7090
1852,slumred,9870
1853,hælder,4905
1854,nynner,7814
1855,sagte,8984
1856,lyderfor,6654
1857,meld,7088
1858,høst,5007
1859,fåen,3324
1860,sådan,11074
1861,smag,9910
1862,måmin,7478
1863,umistelig,12067
1864,stundmig,10765
1865,lystelig,6732
1866,låtil,6785
1867,rød,8929
1868,aft,53
1869,ner,7695
1870,fåog,3333
1871,smile,9942
1872,hjemmed,4523
1873,retfærdighedtil,8669
1874,jerusalem,5228
1875,barnlille,419
1876,rolig,8758
1877,sødelig,11134
1878,sovsom,10229
1879,blunde,838
1880,gudsfingrene,3961
1881,grandeslog,3790
1882,pande,8192
1883,enbårnes,2129
1884,røstslog,8959
1885,dåbmed,1929
1886,saligheds,9010
1887,håbdin,4845
1888,bade,341
1889,læg,6795
1890,hænderne,4918
1891,lægger,6798
1892,amentil,200
1893,lønog,6909
1894,lyder,6653
1895,englene,2191
1896,himmerigs,4476
1897,kordet,5788
1898,ordomfavne,8120
1899,råbe,8892
1900,jordklimpens,5268
1901,tungeet,11744
1902,søner,11190
1903,blevet,724
1904,svang,10914
1905,åndedræts,13056
1906,lavland,6309
1907,livsalig,6498
1908,døbte,1962
1909,striden,10674
1910,stridt,10683
1911,istemme,5182
1912,lydthalleluja,6658
1913,nyt,7826
1914,tie,11379
1915,drypper,1782
1916,duggender,1843
1917,manna,7009
1918,vuggentil,12738
1919,jordfra,5262
1920,englenes,2192
1921,bord,940
1922,finder,2507
1923,klarøjet,5568
1924,bratdu,985
1925,godnattil,3757
1926,tvivlen,11787
1927,frygten,3209
1928,nyn,7810
1929,navnmed,7642
1930,nåden,7849
1931,favr,2444
1932,fin,2502
1933,fuglevinger,3261
1934,fugleskikmed,3254
1935,sanglyd,9098
1936,drager,1727
1937,lovsynge,6573
1938,råder,8904
1939,bodpå,899
1940,støvets,10839
1941,ve,12305
1942,vånde,12791
1943,jordi,5263
1944,tanken,11272
1945,tunges,11752
1946,ordde,8110
1947,friest,3122
1948,åndefang,13057
1949,sammenlignes,9053
1950,digi,1639
1951,trangen,11548
1952,ledte,6328
1953,kompå,5745
1954,underligste,12084
1955,bryd,1078
1956,udmed,11992
1957,lovsangs,6571
1958,nedog,7671
1959,kærlighedmed,6146
1960,trøsteren,11723
1961,udøser,12032
1962,englekor,2187
1963,livsaligst,6500
1964,væddestridvil,12818
1965,tidfor,11365
1966,lyksalige,6679
1967,mistet,7267
1968,brod,1028
1969,blegned,713
1970,opblomstrer,8031
1971,segned,9157
1972,opfarer,8039
1973,vokser,12680
1974,roser,8789
1975,hår,4877
1976,livsalige,6499
1977,gråd,3877
1978,skør,9795
1979,dyrt,1919
1980,købes,6176
1981,bårde,1223
1982,snehvide,10025
1983,gyngende,4020
1984,brusende,1070
1985,nyfødt,7803
1986,lån,6774
1987,fjederham,2542
1988,stundpå,10768
1989,grund,3856
1990,fylder,3302
1991,gavmilde,3531
1992,ordvelsignelsens,8124
1993,kalk,5364
1994,kristne,5878
1995,livdrik,6484
1996,blivvort,763
1997,fuldkommenheds,3273
1998,smelt,9919
1999,højaltrets,4966
2000,jordklimpen,5267
2001,solglansen,10084
2002,mild,7212
2003,skabes,9413
2004,brystde,1094
2005,sund,10864
2006,ærehøjt,13156
2007,krybe,5932
2008,faderer,2295
2009,sine,9343
2010,baderog,342
2011,svøber,10992
2012,giver,3612
2013,die,1630
2014,elsker,2104
2015,marieelsked,7019
2016,kønnet,6201
2017,hinder,4484
2018,bedre,449
2019,mændhuer,7511
2020,kvinder,6027
2021,begge,478
2022,køn,6198
2023,forbinde,2755
2024,kvinde,6022
2025,forenes,2790
2026,kærlighedens,6142
2027,levnedsløb,6396
2028,sandheds,9079
2029,forklare,2825
2030,kvinden,6025
2031,manden,6990
2032,enes,2158
2033,hinandenom,4480
2034,skjuler,9548
2035,eva,2259
2036,sprang,10308
2037,brude,1043
2038,kerteud,5465
2039,adams,17
2040,hjerterod,4563
2041,marie,7018
2042,hjertebar,4540
2043,riges,8704
2044,fredegod,3043
2045,avled,330
2046,synderinden,11031
2047,frelseren,3075
2048,kvindens,6026
2049,sæd,11103
2050,spejlet,10252
2051,kvindedet,6024
2052,mangen,7001
2053,veninde,12390
2054,dødog,1980
2055,påske,8514
2056,kvinderne,6028
2057,magdalenesendte,6944
2058,formenevandringen,2858
2059,hendes,4325
2060,møer,7544
2061,enker,2209
2062,lænker,6832
2063,heltetid,4309
2064,bispinder,665
2065,tungerne,11750
2066,flid,2611
2067,barnesjælei,409
2068,kilder,5479
2069,dagetil,1426
2070,folkefærd,2712
2071,tidens,11358
2072,fylde,3301
2073,fødtes,3424
2074,hylde,4812
2075,genlød,3564
2076,åben,13017
2077,bad,340
2078,ånds,13070
2079,badet,343
2080,taletil,11257
2081,dalevor,1453
2082,genfødes,3555
2083,folks,2734
2084,tungers,11751
2085,stjerners,10550
2086,vrimmelmed,12723
2087,skader,9428
2088,tænk,11898
2089,føden,3410
2090,klæden,5631
2091,mennesket,7136
2092,fjeldsynger,2552
2093,kampestensom,5380
2094,gren,3814
2095,pløjer,8369
2096,sår,11090
2097,bønder,1321
2098,hunger,4684
2099,dø,1957
2100,frø,3224
2101,yndig,12970
2102,klædt,5635
2103,boldt,915
2104,dejligst,1537
2105,fjeldet,2550
2106,goldt,3770
2107,spinder,10275
2108,syr,11057
2109,dronning,1767
2110,dyr,1903
2111,gudnoget,3957
2112,regne,8614
2113,åsyn,13099
2114,hold,4601
2115,spørg,10370
2116,hvil,4744
2117,fåraf,3336
2118,arver,295
2119,retfærdshånd,8670
2120,bjergene,679
2121,uder,11971
2122,strakt,10629
2123,havenes,4208
2124,frelsen,3072
2125,sjælene,9386
2126,skabningens,9415
2127,ihukomme,5055
2128,dyrebar,1907
2129,menneskebørnene,7116
2130,mulm,7400
2131,kærlighedsvingen,6154
2132,bredt,995
2133,kvæger,6047
2134,ørken,13259
2135,tørstende,11936
2136,bjærger,687
2137,bævende,1269
2138,væld,12835
2139,prægtig,8444
2140,sjælenes,9387
2141,pilgrimsgang,8279
2142,fagre,2311
2143,henrulle,4337
2144,slægt,9895
2145,slægters,9901
2146,forstummer,2918
2147,tonen,11492
2148,sjælens,9388
2149,pilgrimssang,8280
2150,hyrder,4827
2151,lød,6880
2152,fød,3404
2153,amazing,197
2154,grace,3783
2155,how,4644
2156,sweet,11003
2157,the,11329
2158,soundthat,10221
2159,saved,9125
2160,a,0
2161,wretch,12949
2162,like,6447
2163,me,7057
2164,once,8016
2165,was,12901
2166,lost,6558
2167,but,1174
2168,now,7786
2169,m,6938
2170,found,3028
2171,blind,747
2172,see,9149
2173,twas,11797
2174,that,11328
2175,taught,11288
2176,my,7435
2177,heart,4239
2178,fear,2446
2179,and,208
2180,relieved,8648
2181,precious,8403
2182,appear,255
2183,hour,4634
2184,first,2530
2185,believed,527
2186,when,12914
2187,we,12904
2188,been,463
2189,there,11333
2190,ten,11316
2191,thousand,11346
2192,years,12961
2193,bright,1001
2194,shining,9262
2195,as,296
2196,sun,10863
2197,no,7730
2198,less,6364
2199,days,1521
2200,sing,9344
2201,s,8964
2202,praise,8398
2203,than,11327
2204,begun,486
2205,shall,9260
2206,be,434
2207,wafted,12895
2208,skies,9497
2209,on,8015
2210,flow,2645
2211,ry,8855
2212,beds,453
2213,of,7943
2214,ease,2020
2215,while,12916
2216,others,8147
2217,strive,10689
2218,win,12931
2219,prize,8425
2220,sail,8993
2221,bloody,825
2222,seas,9146
2223,usynlige,12163
2224,beskrive,556
2225,holder,4603
2226,gir,3602
2227,kræft,5948
2228,sanser,9111
2229,ber,542
2230,især,5184
2231,standser,10414
2232,rum,8819
2233,fatte,2413
2234,enkle,2210
2235,sammensatte,9055
2236,stumog,10754
2237,svimmel,10946
2238,rummed,8823
2239,viden,12465
2240,mælkevejsgalaksen,7507
2241,planetenen,8314
2242,prik,8407
2243,knap,5657
2244,galaksen,3478
2245,millioner,7222
2246,husker,4704
2247,jordpersoner,5274
2248,isner,5177
2249,hjerne,4534
2250,mening,7106
2251,fj,2540
2252,erne,2234
2253,kys,6061
2254,kærekan,6132
2255,sindog,9337
2256,indi,5120
2257,sfære,9256
2258,skabtes,9421
2259,lighedmed,6434
2260,skaberevne,9409
2261,dømmekraft,1993
2262,frihed,3125
2263,følger,3444
2264,faste,2406
2265,baner,370
2266,standse,10412
2267,opmed,8066
2268,stopog,10593
2269,ændre,13144
2270,vaner,12252
2271,gjorde,3623
2272,skaberværkets,9412
2273,kvindes,6029
2274,fi,2486
2275,k,5341
2276,sæde,11104
2277,lagde,6218
2278,klodens,5599
2279,lyt,6752
2280,grådog,3881
2281,solskinsvæsen,10119
2282,jegi,5217
2283,brug,1054
2284,rummets,8826
2285,trækker,11698
2286,streger,10657
2287,sætter,11125
2288,skelimellem,9474
2289,andre,223
2290,ægthed,13136
2291,benægte,540
2292,fjerned,2565
2293,grænser,3905
2294,sletted,9824
2295,skelog,9477
2296,slog,9851
2297,ihjel,5050
2298,evangeliet,2260
2299,stilled,10510
2300,uægtes,12185
2301,stregsom,10658
2302,sættes,11126
2303,vorherre,12702
2304,skabteskal,9422
2305,kaldes,5358
2306,udenfor,11969
2307,fortabte,2947
2308,danner,1486
2309,naturligvisog,7634
2310,kærlighedspris,6152
2311,faldt,2333
2312,stregendem,10656
2313,elske,2097
2314,næste,7895
2315,selvdu,9202
2316,andres,225
2317,himmelhvælvdu,4456
2318,lykkerud,6674
2319,tusindvis,11775
2320,stykker,10770
2321,døgnvagt,1988
2322,hoteldu,4632
2323,åbne,13026
2324,døreog,2004
2325,la,6206
2326,pløre,8370
2327,tære,11908
2328,samvittigheddu,9063
2329,kæmpe,6113
2330,kamp,5374
2331,neddu,7657
2332,mærke,7515
2333,våge,12773
2334,klokken,5609
2335,tolvdu,11484
2336,volddu,12685
2337,græderlydløst,3898
2338,selvog,9207
2339,alligevelligger,164
2340,gjordepå,3624
2341,natteborde,7605
2342,far,2366
2343,hernedog,4381
2344,salme,9015
2345,drivhus,1763
2346,frostnatkredser,3173
2347,himmelblårundt,4445
2348,polerne,8378
2349,solenmed,10073
2350,masse,7040
2351,bjerge,677
2352,motorlarm,7379
2353,fuglesang,3248
2354,udsigt,12003
2355,færgeog,3383
2356,solopgang,10104
2357,grum,3854
2358,indsigt,5128
2359,dum,1854
2360,lærteaf,6863
2361,mor,7318
2362,præst,8447
2363,verdenfor,12420
2364,spinde,10273
2365,perlemed,8249
2366,muldtil,7394
2367,mætte,7520
2368,sultne,10859
2369,maverog,7054
2370,folde,2706
2371,evner,2284
2372,gaverfik,3526
2373,ansvar,251
2374,tegn,11303
2375,stress,10669
2376,klimaog,5577
2377,sædens,11107
2378,kvalitetpå,6009
2379,levet,6390
2380,dumt,1860
2381,påden,8500
2382,betroede,602
2383,planet,8313
2384,skybrud,9681
2385,skilsmisser,9514
2386,brandeer,978
2387,stepper,10482
2388,strandegår,10639
2389,sult,10856
2390,druknedød,1777
2391,drivhusskib,1764
2392,kulfyrunder,5979
2393,tropesolens,11637
2394,–,13293
2395,kloden,5598
2396,sejlerimod,9180
2397,krig,5854
2398,varmedød,12290
2399,“,13313
2400,kul,5974
2401,kedlen,5443
2402,”,13314
2403,børsens,1339
2404,bud,1134
2405,vækst,12833
2406,skiftehold,9500
2407,guder,3950
2408,vækstens,12834
2409,mumler,7402
2410,bankens,375
2411,chefstrateg,1366
2412,ånderoveralt,13064
2413,mus,7424
2414,eg,2049
2415,markedets,7021
2416,eksperter,2084
2417,aktier,113
2418,kloge,5605
2419,studieværter,10743
2420,samvittigheden,9064
2421,godheds,3752
2422,rod,8745
2423,skænk,9750
2424,stamme,10400
2425,kvistsaft,6036
2426,ro,8744
2427,bæreblomst,1250
2428,fest,2481
2429,stands,10411
2430,forpester,2890
2431,rens,8658
2432,foragtens,2738
2433,atmosfæremed,316
2434,evangelium,2261
2435,noas,7734
2436,ark,270
2437,allekredser,144
2438,varepå,12278
2439,livmor,6495
2440,vug,12730
2441,roligt,8760
2442,færgeind,3381
2443,himmelsk,4466
2444,velkommen,12361
2445,sten,10471
2446,rejser,8639
2447,solid,10092
2448,urokkelig,12141
2449,budfolder,1135
2450,mismod,7259
2451,mødes,7536
2452,afguds,36
2453,løfte,6882
2454,–de,13295
2455,lysthar,6740
2456,åbnet,13030
2457,døren,2001
2458,forbi,2751
2459,selvom,9208
2460,måske,7492
2461,vileller,12504
2462,tarmed,11286
2463,hertil,4396
2464,græd,3891
2465,håbløsheden,4850
2466,grorog,3842
2467,planter,8321
2468,troens,11611
2469,lovstår,6572
2470,bestemtog,569
2471,glemt,3668
2472,helligt,4294
2473,stadig,10383
2474,regner,8619
2475,hårdt,4885
2476,favnes,2438
2477,kirkens,5509
2478,livstid,6514
2479,kropdu,5904
2480,kaldte,5362
2481,fremdu,3091
2482,skridt,9607
2483,skridtat,9608
2484,flytte,2669
2485,fremat,3084
2486,kant,5397
2487,muligheders,7399
2488,tidat,11354
2489,danse,1491
2490,demde,1549
2491,sangog,9100
2492,årene,13080
2493,skrev,9603
2494,knæfald,5695
2495,fremi,3095
2496,aftensolen,73
2497,fejl,2465
2498,hårdtog,4887
2499,solklart,10096
2500,fremså,3106
2501,takog,11246
2502,åndedrag,13054
2503,demder,1550
2504,skeforson,9469
2505,vintermørket,12599
2506,blæser,879
2507,blæsersorg,880
2508,drømme,1800
2509,faldertungt,2324
2510,suser,10883
2511,rædslen,8911
2512,isnende,5176
2513,angsten,241
2514,vinterstormer,12606
2515,miste,7263
2516,skin,9520
2517,formørkes,2864
2518,iskold,5171
2519,kløves,5651
2520,sværd,10973
2521,varsler,12300
2522,anemoner,228
2523,lyseri,6706
2524,skovens,9581
2525,bund,1160
2526,svinderi,10948
2527,forårets,2994
2528,drømmende,1804
2529,håbet,4848
2530,æbleblomster,13109
2531,svævermed,10985
2532,svaler,10897
2533,himmelhøjt,4457
2534,sommeren,10159
2535,kommermed,5731
2536,kor,5787
2537,lærkefløjt,6846
2538,bryder,1080
2539,savn,9126
2540,noknår,7753
2541,fenrisulven,2478
2542,glammerog,3637
2543,midgårdsormen,7183
2544,blirdit,756
2545,eget,2055
2546,slips,9849
2547,strammer,10633
2548,djævleflokke,1689
2549,skrællerforstanden,9633
2550,snapsog,10005
2551,dommesyner,1706
2552,bølgeer,1304
2553,skrumpet,9623
2554,skeletsom,9473
2555,larverne,6292
2556,dølge,1989
2557,dragen,1726
2558,viser,12640
2559,tænderog,11892
2560,søjlerne,11154
2561,ildslår,5070
2562,noken,7748
2563,regn,8610
2564,knivevil,5670
2565,stemple,10468
2566,maren,7013
2567,udog,11994
2568,vække,12828
2569,snorkermed,10039
2570,hodet,4598
2571,stenog,10479
2572,forker,2824
2573,knusesog,5688
2574,falder,2322
2575,afdet,31
2576,huses,4695
2577,salmerne,9018
2578,aflireret,38
2579,hult,4666
2580,hallelujade,4127
2581,nye,7802
2582,spirer,10286
2583,noki,7751
2584,evighederdu,2273
2585,igenjeg,5044
2586,tror,11641
2587,stjerneblå,10534
2588,galakser,3480
2589,skabte,9420
2590,tændte,11896
2591,kyssed,6066
2592,vingefang,12556
2593,kaskelotter,5425
2594,drosler,1770
2595,skærsommer,9771
2596,adam,16
2597,spillede,10263
2598,svalt,10902
2599,lind,6467
2600,stemmes,10465
2601,synger,11041
2602,ører,13253
2603,sangen,9090
2604,lysfyldt,6712
2605,katedraler,5437
2606,synker,11050
2607,enfred,2162
2608,krydser,5937
2609,landegrænser,6237
2610,samme,9044
2611,sorrig,10212
2612,hobe,4597
2613,ulykke,12066
2614,gange,3500
2615,rad,8535
2616,medgang,7065
2617,modgang,7295
2618,tilråbe,11426
2619,solskin,10110
2620,følges,3445
